Rule: {'pages'} -> {'www'}, confidence: 0.5714
Rule: {'url', 'title', 'web'} -> {'https'}, confidence: 0.9479
Rule: {'cite'} -> {'www', 'url', 'https'}, confidence: 0.8531
Rule: {'https'} -> {'www', 'url', 'cite'}, confidence: 0.8182
Rule: {'www'} -> {'url', 'cite', 'https'}, confidence: 0.8219
Rule: {'url'} -> {'www', 'cite', 'https'}, confidence: 0.8000
Rule: {'cite', 'https'} -> {'www', 'url'}, confidence: 0.9231
Rule: {'www', 'cite'} -> {'url', 'https'}, confidence: 0.9574
Rule: {'url', 'cite'} -> {'www', 'https'}, confidence: 0.8696
Rule: {'www', 'https'} -> {'url', 'cite'}, confidence: 0.9091
Rule: {'url', 'https'} -> {'www', 'cite'}, confidence: 0.8696
Rule: {'www', 'url'} -> {'cite', 'https'}, confidence: 0.9045
Rule: {'www', 'cite', 'https'} -> {'url'}, confidence: 0.9945
Rule: {'url', 'cite', 'https'} -> {'www'}, confidence: 0.9278
Rule: {'www', 'url', 'cite'} -> {'https'}, confidence: 0.9626
Rule: {'www', 'url', 'https'} -> {'cite'}, confidence: 0.9424
Rule: {'references'} -> {'url', 'web', 'https'}, confidence: 0.7080
Rule: {'https'} -> {'references', 'url', 'web'}, confidence: 0.8045
Rule: {'url'} -> {'references', 'web', 'https'}, confidence: 0.7867
Rule: {'web'} -> {'references', 'url', 'https'}, confidence: 0.7973
Rule: {'references', 'https'} -> {'url', 'web'}, confidence: 0.8850
Rule: {'references', 'url'} -> {'web', 'https'}, confidence: 0.8719
Rule: {'references', 'web'} -> {'url', 'https'}, confidence: 0.9415
Rule: {'url', 'https'} -> {'references', 'web'}, confidence: 0.8551
Rule: {'web', 'https'} -> {'references', 'url'}, confidence: 0.9077
Rule: {'url', 'web'} -> {'references', 'https'}, confidence: 0.8592
Rule: {'references', 'url', 'https'} -> {'web'}, confidence: 0.9316
Rule: {'references', 'web', 'https'} -> {'url'}, confidence: 0.9944
Rule: {'references', 'url', 'web'} -> {'https'}, confidence: 0.9516
Rule: {'url', 'web', 'https'} -> {'references'}, confidence: 0.9171
Rule: {'cite'} -> {'http', 'url', 'title'}, confidence: 0.7393
Rule: {'http'} -> {'url', 'title', 'cite'}, confidence: 0.8083
Rule: {'url'} -> {'http', 'title', 'cite'}, confidence: 0.6933
Rule: {'title'} -> {'http', 'url', 'cite'}, confidence: 0.6555
Rule: {'http', 'cite'} -> {'url', 'title'}, confidence: 0.9873
Rule: {'url', 'cite'} -> {'http', 'title'}, confidence: 0.7536
Rule: {'title', 'cite'} -> {'http', 'url'}, confidence: 0.7393
Rule: {'http', 'url'} -> {'title', 'cite'}, confidence: 0.9231
Rule: {'http', 'title'} -> {'url', 'cite'}, confidence: 0.9512
Rule: {'url', 'title'} -> {'http', 'cite'}, confidence: 0.7464
Rule: {'http', 'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'http', 'title', 'cite'} -> {'url'}, confidence: 0.9873
Rule: {'url', 'title', 'cite'} -> {'http'}, confidence: 0.7536
Rule: {'http', 'url', 'title'} -> {'cite'}, confidence: 0.9936
Rule: {'https'} -> {'http', 'www', 'web'}, confidence: 0.6682
Rule: {'http'} -> {'www', 'web', 'https'}, confidence: 0.7617
Rule: {'www'} -> {'http', 'web', 'https'}, confidence: 0.6712
Rule: {'web'} -> {'http', 'www', 'https'}, confidence: 0.6622
Rule: {'http', 'https'} -> {'www', 'web'}, confidence: 0.9245
Rule: {'www', 'https'} -> {'http', 'web'}, confidence: 0.7424
Rule: {'web', 'https'} -> {'http', 'www'}, confidence: 0.7538
Rule: {'http', 'www'} -> {'web', 'https'}, confidence: 0.8497
Rule: {'http', 'web'} -> {'www', 'https'}, confidence: 0.8963
Rule: {'www', 'web'} -> {'http', 'https'}, confidence: 0.7696
Rule: {'http', 'www', 'https'} -> {'web'}, confidence: 0.9608
Rule: {'http', 'web', 'https'} -> {'www'}, confidence: 0.9671
Rule: {'www', 'web', 'https'} -> {'http'}, confidence: 0.8077
Rule: {'http', 'www', 'web'} -> {'https'}, confidence: 0.9423
Rule: {'http'} -> {'www', 'url', 'web'}, confidence: 0.7979
Rule: {'www'} -> {'http', 'url', 'web'}, confidence: 0.7032
Rule: {'url'} -> {'http', 'www', 'web'}, confidence: 0.6844
Rule: {'web'} -> {'http', 'www', 'url'}, confidence: 0.6937
Rule: {'http', 'www'} -> {'url', 'web'}, confidence: 0.8902
Rule: {'http', 'url'} -> {'www', 'web'}, confidence: 0.9112
Rule: {'http', 'web'} -> {'www', 'url'}, confidence: 0.9390
Rule: {'www', 'url'} -> {'http', 'web'}, confidence: 0.7739
Rule: {'www', 'web'} -> {'http', 'url'}, confidence: 0.8063
Rule: {'url', 'web'} -> {'http', 'www'}, confidence: 0.7476
Rule: {'http', 'www', 'url'} -> {'web'}, confidence: 0.9747
Rule: {'http', 'www', 'web'} -> {'url'}, confidence: 0.9872
Rule: {'http', 'url', 'web'} -> {'www'}, confidence: 0.9565
Rule: {'www', 'url', 'web'} -> {'http'}, confidence: 0.8148
Rule: {'cite'} -> {'http', 'title', 'https'}, confidence: 0.6825
Rule: {'https'} -> {'http', 'title', 'cite'}, confidence: 0.6545
Rule: {'http'} -> {'title', 'cite', 'https'}, confidence: 0.7461
Rule: {'title'} -> {'http', 'cite', 'https'}, confidence: 0.6050
Rule: {'cite', 'https'} -> {'http', 'title'}, confidence: 0.7385
Rule: {'http', 'cite'} -> {'title', 'https'}, confidence: 0.9114
Rule: {'title', 'cite'} -> {'http', 'https'}, confidence: 0.6825
Rule: {'http', 'https'} -> {'title', 'cite'}, confidence: 0.9057
Rule: {'title', 'https'} -> {'http', 'cite'}, confidence: 0.7273
Rule: {'http', 'title'} -> {'cite', 'https'}, confidence: 0.8780
Rule: {'http', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite', 'https'} -> {'http'}, confidence: 0.7385
Rule: {'http', 'title', 'cite'} -> {'https'}, confidence: 0.9114
Rule: {'http', 'title', 'https'} -> {'cite'}, confidence: 0.9931
Rule: {'date'} -> {'web', 'title', 'cite'}, confidence: 0.7607
Rule: {'cite'} -> {'date', 'title', 'web'}, confidence: 0.8436
Rule: {'title'} -> {'date', 'cite', 'web'}, confidence: 0.7479
Rule: {'web'} -> {'date', 'title', 'cite'}, confidence: 0.8018
Rule: {'date', 'cite'} -> {'title', 'web'}, confidence: 0.9368
Rule: {'date', 'title'} -> {'web', 'cite'}, confidence: 0.9082
Rule: {'date', 'web'} -> {'title', 'cite'}, confidence: 0.9368
Rule: {'title', 'cite'} -> {'date', 'web'}, confidence: 0.8436
Rule: {'web', 'cite'} -> {'date', 'title'}, confidence: 0.9319
Rule: {'title', 'web'} -> {'date', 'cite'}, confidence: 0.9175
Rule: {'date', 'title', 'cite'} -> {'web'}, confidence: 0.9368
Rule: {'date', 'cite', 'web'} -> {'title'}, confidence: 1.0000
Rule: {'date', 'title', 'web'} -> {'cite'}, confidence: 0.9944
Rule: {'web', 'title', 'cite'} -> {'date'}, confidence: 0.9319
Rule: {'date'} -> {'www', 'url', 'https'}, confidence: 0.7735
Rule: {'https'} -> {'date', 'www', 'url'}, confidence: 0.8227
Rule: {'www'} -> {'date', 'url', 'https'}, confidence: 0.8265
Rule: {'url'} -> {'date', 'www', 'https'}, confidence: 0.8044
Rule: {'date', 'https'} -> {'www', 'url'}, confidence: 0.9188
Rule: {'date', 'www'} -> {'url', 'https'}, confidence: 0.9526
Rule: {'date', 'url'} -> {'www', 'https'}, confidence: 0.8960
Rule: {'www', 'https'} -> {'date', 'url'}, confidence: 0.9141
Rule: {'url', 'https'} -> {'date', 'www'}, confidence: 0.8744
Rule: {'www', 'url'} -> {'date', 'https'}, confidence: 0.9095
Rule: {'date', 'www', 'https'} -> {'url'}, confidence: 0.9891
Rule: {'date', 'url', 'https'} -> {'www'}, confidence: 0.9330
Rule: {'date', 'www', 'url'} -> {'https'}, confidence: 0.9784
Rule: {'www', 'url', 'https'} -> {'date'}, confidence: 0.9476
Rule: {'date'} -> {'one', 'title', 'cite'}, confidence: 0.6154
Rule: {'cite'} -> {'date', 'title', 'one'}, confidence: 0.6825
Rule: {'title'} -> {'one', 'date', 'cite'}, confidence: 0.6050
Rule: {'one'} -> {'date', 'title', 'cite'}, confidence: 0.4865
Rule: {'date', 'cite'} -> {'title', 'one'}, confidence: 0.7579
Rule: {'date', 'title'} -> {'one', 'cite'}, confidence: 0.7347
Rule: {'date', 'one'} -> {'title', 'cite'}, confidence: 0.8727
Rule: {'title', 'cite'} -> {'date', 'one'}, confidence: 0.6825
Rule: {'one', 'cite'} -> {'date', 'title'}, confidence: 0.9231
Rule: {'title', 'one'} -> {'date', 'cite'}, confidence: 0.8471
Rule: {'date', 'title', 'cite'} -> {'one'}, confidence: 0.7579
Rule: {'one', 'date', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'date', 'title', 'one'} -> {'cite'}, confidence: 0.9796
Rule: {'one', 'title', 'cite'} -> {'date'}, confidence: 0.9231
Rule: {'references'} -> {'http', 'url', 'title'}, confidence: 0.6000
Rule: {'http'} -> {'references', 'url', 'title'}, confidence: 0.7772
Rule: {'url'} -> {'references', 'http', 'title'}, confidence: 0.6667
Rule: {'title'} -> {'references', 'http', 'url'}, confidence: 0.6303
Rule: {'references', 'http'} -> {'url', 'title'}, confidence: 0.9036
Rule: {'references', 'url'} -> {'http', 'title'}, confidence: 0.7389
Rule: {'references', 'title'} -> {'http', 'url'}, confidence: 0.7317
Rule: {'http', 'url'} -> {'references', 'title'}, confidence: 0.8876
Rule: {'http', 'title'} -> {'references', 'url'}, confidence: 0.9146
Rule: {'url', 'title'} -> {'references', 'http'}, confidence: 0.7177
Rule: {'references', 'http', 'url'} -> {'title'}, confidence: 0.9677
Rule: {'references', 'http', 'title'} -> {'url'}, confidence: 0.9740
Rule: {'references', 'url', 'title'} -> {'http'}, confidence: 0.7614
Rule: {'http', 'url', 'title'} -> {'references'}, confidence: 0.9554
Rule: {'date'} -> {'url', 'cite', 'https'}, confidence: 0.7735
Rule: {'cite'} -> {'date', 'url', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'date', 'url', 'cite'}, confidence: 0.8227
Rule: {'url'} -> {'date', 'cite', 'https'}, confidence: 0.8044
Rule: {'date', 'cite'} -> {'url', 'https'}, confidence: 0.9526
Rule: {'date', 'https'} -> {'url', 'cite'}, confidence: 0.9188
Rule: {'date', 'url'} -> {'cite', 'https'}, confidence: 0.8960
Rule: {'cite', 'https'} -> {'date', 'url'}, confidence: 0.9282
Rule: {'url', 'cite'} -> {'date', 'https'}, confidence: 0.8744
Rule: {'url', 'https'} -> {'date', 'cite'}, confidence: 0.8744
Rule: {'date', 'cite', 'https'} -> {'url'}, confidence: 1.0000
Rule: {'date', 'url', 'cite'} -> {'https'}, confidence: 0.9628
Rule: {'date', 'url', 'https'} -> {'cite'}, confidence: 0.9330
Rule: {'url', 'cite', 'https'} -> {'date'}, confidence: 0.9330
Rule: {'date'} -> {'www', 'title', 'web'}, confidence: 0.7179
Rule: {'www'} -> {'date', 'title', 'web'}, confidence: 0.7671
Rule: {'title'} -> {'date', 'www', 'web'}, confidence: 0.7059
Rule: {'web'} -> {'date', 'www', 'title'}, confidence: 0.7568
Rule: {'date', 'www'} -> {'title', 'web'}, confidence: 0.8842
Rule: {'date', 'title'} -> {'www', 'web'}, confidence: 0.8571
Rule: {'date', 'web'} -> {'www', 'title'}, confidence: 0.8842
Rule: {'www', 'title'} -> {'date', 'web'}, confidence: 0.8615
Rule: {'www', 'web'} -> {'date', 'title'}, confidence: 0.8796
Rule: {'title', 'web'} -> {'date', 'www'}, confidence: 0.8660
Rule: {'date', 'www', 'title'} -> {'web'}, confidence: 0.9492
Rule: {'date', 'www', 'web'} -> {'title'}, confidence: 0.9492
Rule: {'date', 'title', 'web'} -> {'www'}, confidence: 0.9385
Rule: {'www', 'title', 'web'} -> {'date'}, confidence: 0.9333
Rule: {'date'} -> {'people', 'url', 'https'}, confidence: 0.6154
Rule: {'https'} -> {'date', 'url', 'people'}, confidence: 0.6545
Rule: {'url'} -> {'date', 'people', 'https'}, confidence: 0.6400
Rule: {'people'} -> {'date', 'url', 'https'}, confidence: 0.4431
Rule: {'date', 'https'} -> {'url', 'people'}, confidence: 0.7310
Rule: {'date', 'url'} -> {'people', 'https'}, confidence: 0.7129
Rule: {'date', 'people'} -> {'url', 'https'}, confidence: 0.8727
Rule: {'url', 'https'} -> {'date', 'people'}, confidence: 0.6957
Rule: {'people', 'https'} -> {'date', 'url'}, confidence: 0.9172
Rule: {'url', 'people'} -> {'date', 'https'}, confidence: 0.8834
Rule: {'date', 'url', 'https'} -> {'people'}, confidence: 0.7423
Rule: {'date', 'people', 'https'} -> {'url'}, confidence: 0.9931
Rule: {'date', 'url', 'people'} -> {'https'}, confidence: 0.9600
Rule: {'people', 'url', 'https'} -> {'date'}, confidence: 0.9474
Rule: {'references'} -> {'date', 'title', 'https'}, confidence: 0.7080
Rule: {'date'} -> {'references', 'title', 'https'}, confidence: 0.7564
Rule: {'https'} -> {'references', 'date', 'title'}, confidence: 0.8045
Rule: {'title'} -> {'references', 'date', 'https'}, confidence: 0.7437
Rule: {'references', 'date'} -> {'title', 'https'}, confidence: 0.9031
Rule: {'references', 'https'} -> {'date', 'title'}, confidence: 0.8850
Rule: {'references', 'title'} -> {'date', 'https'}, confidence: 0.8634
Rule: {'date', 'https'} -> {'references', 'title'}, confidence: 0.8985
Rule: {'date', 'title'} -> {'references', 'https'}, confidence: 0.9031
Rule: {'title', 'https'} -> {'references', 'date'}, confidence: 0.8939
Rule: {'references', 'date', 'https'} -> {'title'}, confidence: 0.9620
Rule: {'references', 'date', 'title'} -> {'https'}, confidence: 0.9568
Rule: {'references', 'title', 'https'} -> {'date'}, confidence: 0.9465
Rule: {'date', 'title', 'https'} -> {'references'}, confidence: 0.9620
Rule: {'references'} -> {'date', 'www', 'cite'}, confidence: 0.6720
Rule: {'date'} -> {'references', 'www', 'cite'}, confidence: 0.7179
Rule: {'cite'} -> {'references', 'date', 'www'}, confidence: 0.7962
Rule: {'www'} -> {'references', 'date', 'cite'}, confidence: 0.7671
Rule: {'references', 'date'} -> {'www', 'cite'}, confidence: 0.8571
Rule: {'references', 'cite'} -> {'date', 'www'}, confidence: 0.8485
Rule: {'references', 'www'} -> {'date', 'cite'}, confidence: 0.8660
Rule: {'date', 'cite'} -> {'references', 'www'}, confidence: 0.8842
Rule: {'date', 'www'} -> {'references', 'cite'}, confidence: 0.8842
Rule: {'www', 'cite'} -> {'references', 'date'}, confidence: 0.8936
Rule: {'references', 'date', 'cite'} -> {'www'}, confidence: 0.9282
Rule: {'references', 'date', 'www'} -> {'cite'}, confidence: 0.9492
Rule: {'references', 'www', 'cite'} -> {'date'}, confidence: 0.9438
Rule: {'date', 'www', 'cite'} -> {'references'}, confidence: 0.9655
Rule: {'references'} -> {'date', 'title', 'web'}, confidence: 0.6840
Rule: {'date'} -> {'references', 'title', 'web'}, confidence: 0.7308
Rule: {'title'} -> {'references', 'date', 'web'}, confidence: 0.7185
Rule: {'web'} -> {'references', 'date', 'title'}, confidence: 0.7703
Rule: {'references', 'date'} -> {'title', 'web'}, confidence: 0.8724
Rule: {'references', 'title'} -> {'date', 'web'}, confidence: 0.8341
Rule: {'references', 'web'} -> {'date', 'title'}, confidence: 0.9096
Rule: {'date', 'title'} -> {'references', 'web'}, confidence: 0.8724
Rule: {'date', 'web'} -> {'references', 'title'}, confidence: 0.9000
Rule: {'title', 'web'} -> {'references', 'date'}, confidence: 0.8814
Rule: {'references', 'date', 'title'} -> {'web'}, confidence: 0.9243
Rule: {'references', 'date', 'web'} -> {'title'}, confidence: 0.9716
Rule: {'references', 'title', 'web'} -> {'date'}, confidence: 0.9448
Rule: {'date', 'title', 'web'} -> {'references'}, confidence: 0.9553
Rule: {'date'} -> {'http', 'url', 'cite'}, confidence: 0.6239
Rule: {'cite'} -> {'date', 'http', 'url'}, confidence: 0.6919
Rule: {'http'} -> {'date', 'url', 'cite'}, confidence: 0.7565
Rule: {'url'} -> {'date', 'http', 'cite'}, confidence: 0.6489
Rule: {'date', 'cite'} -> {'http', 'url'}, confidence: 0.7684
Rule: {'date', 'http'} -> {'url', 'cite'}, confidence: 0.9012
Rule: {'date', 'url'} -> {'http', 'cite'}, confidence: 0.7228
Rule: {'http', 'cite'} -> {'date', 'url'}, confidence: 0.9241
Rule: {'url', 'cite'} -> {'date', 'http'}, confidence: 0.7053
Rule: {'http', 'url'} -> {'date', 'cite'}, confidence: 0.8639
Rule: {'date', 'http', 'cite'} -> {'url'}, confidence: 0.9932
Rule: {'date', 'url', 'cite'} -> {'http'}, confidence: 0.7766
Rule: {'date', 'http', 'url'} -> {'cite'}, confidence: 0.9241
Rule: {'http', 'url', 'cite'} -> {'date'}, confidence: 0.9359
Rule: {'references'} -> {'url', 'title', 'https'}, confidence: 0.7400
Rule: {'https'} -> {'references', 'url', 'title'}, confidence: 0.8409
Rule: {'url'} -> {'references', 'title', 'https'}, confidence: 0.8222
Rule: {'title'} -> {'references', 'url', 'https'}, confidence: 0.7773
Rule: {'references', 'https'} -> {'url', 'title'}, confidence: 0.9250
Rule: {'references', 'url'} -> {'title', 'https'}, confidence: 0.9113
Rule: {'references', 'title'} -> {'url', 'https'}, confidence: 0.9024
Rule: {'url', 'https'} -> {'references', 'title'}, confidence: 0.8937
Rule: {'title', 'https'} -> {'references', 'url'}, confidence: 0.9343
Rule: {'url', 'title'} -> {'references', 'https'}, confidence: 0.8852
Rule: {'references', 'url', 'https'} -> {'title'}, confidence: 0.9737
Rule: {'references', 'title', 'https'} -> {'url'}, confidence: 0.9893
Rule: {'references', 'url', 'title'} -> {'https'}, confidence: 0.9391
Rule: {'url', 'title', 'https'} -> {'references'}, confidence: 0.9439
Rule: {'date'} -> {'http', 'url', 'https'}, confidence: 0.6410
Rule: {'https'} -> {'date', 'http', 'url'}, confidence: 0.6818
Rule: {'http'} -> {'date', 'url', 'https'}, confidence: 0.7772
Rule: {'url'} -> {'date', 'http', 'https'}, confidence: 0.6667
Rule: {'date', 'https'} -> {'http', 'url'}, confidence: 0.7614
Rule: {'date', 'http'} -> {'url', 'https'}, confidence: 0.9259
Rule: {'date', 'url'} -> {'http', 'https'}, confidence: 0.7426
Rule: {'http', 'https'} -> {'date', 'url'}, confidence: 0.9434
Rule: {'url', 'https'} -> {'date', 'http'}, confidence: 0.7246
Rule: {'http', 'url'} -> {'date', 'https'}, confidence: 0.8876
Rule: {'date', 'http', 'https'} -> {'url'}, confidence: 1.0000
Rule: {'date', 'url', 'https'} -> {'http'}, confidence: 0.7732
Rule: {'date', 'http', 'url'} -> {'https'}, confidence: 0.9494
Rule: {'http', 'url', 'https'} -> {'date'}, confidence: 0.9740
Rule: {'references'} -> {'www', 'web', 'https'}, confidence: 0.6760
Rule: {'https'} -> {'references', 'www', 'web'}, confidence: 0.7682
Rule: {'www'} -> {'references', 'web', 'https'}, confidence: 0.7717
Rule: {'web'} -> {'references', 'www', 'https'}, confidence: 0.7613
Rule: {'references', 'https'} -> {'www', 'web'}, confidence: 0.8450
Rule: {'references', 'www'} -> {'web', 'https'}, confidence: 0.8711
Rule: {'references', 'web'} -> {'www', 'https'}, confidence: 0.8989
Rule: {'www', 'https'} -> {'references', 'web'}, confidence: 0.8535
Rule: {'web', 'https'} -> {'references', 'www'}, confidence: 0.8667
Rule: {'www', 'web'} -> {'references', 'https'}, confidence: 0.8848
Rule: {'references', 'www', 'https'} -> {'web'}, confidence: 0.9185
Rule: {'references', 'web', 'https'} -> {'www'}, confidence: 0.9494
Rule: {'references', 'www', 'web'} -> {'https'}, confidence: 0.9657
Rule: {'www', 'web', 'https'} -> {'references'}, confidence: 0.9286
Rule: {'cite'} -> {'url', 'title', 'one'}, confidence: 0.7251
Rule: {'url'} -> {'one', 'title', 'cite'}, confidence: 0.6800
Rule: {'title'} -> {'one', 'url', 'cite'}, confidence: 0.6429
Rule: {'one'} -> {'url', 'title', 'cite'}, confidence: 0.5169
Rule: {'url', 'cite'} -> {'title', 'one'}, confidence: 0.7391
Rule: {'title', 'cite'} -> {'url', 'one'}, confidence: 0.7251
Rule: {'one', 'cite'} -> {'url', 'title'}, confidence: 0.9808
Rule: {'url', 'title'} -> {'one', 'cite'}, confidence: 0.7321
Rule: {'url', 'one'} -> {'title', 'cite'}, confidence: 0.9623
Rule: {'title', 'one'} -> {'url', 'cite'}, confidence: 0.9000
Rule: {'url', 'title', 'cite'} -> {'one'}, confidence: 0.7391
Rule: {'one', 'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'one', 'title', 'cite'} -> {'url'}, confidence: 0.9808
Rule: {'url', 'title', 'one'} -> {'cite'}, confidence: 1.0000
Rule: {'references'} -> {'title', 'cite', 'https'}, confidence: 0.7360
Rule: {'cite'} -> {'references', 'title', 'https'}, confidence: 0.8720
Rule: {'https'} -> {'references', 'title', 'cite'}, confidence: 0.8364
Rule: {'title'} -> {'references', 'cite', 'https'}, confidence: 0.7731
Rule: {'references', 'cite'} -> {'title', 'https'}, confidence: 0.9293
Rule: {'references', 'https'} -> {'title', 'cite'}, confidence: 0.9200
Rule: {'references', 'title'} -> {'cite', 'https'}, confidence: 0.8976
Rule: {'cite', 'https'} -> {'references', 'title'}, confidence: 0.9436
Rule: {'title', 'cite'} -> {'references', 'https'}, confidence: 0.8720
Rule: {'title', 'https'} -> {'references', 'cite'}, confidence: 0.9293
Rule: {'references', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'references', 'title', 'cite'} -> {'https'}, confidence: 0.9293
Rule: {'references', 'title', 'https'} -> {'cite'}, confidence: 0.9840
Rule: {'title', 'cite', 'https'} -> {'references'}, confidence: 0.9436
Rule: {'cite'} -> {'url', 'title', 'https'}, confidence: 0.9194
Rule: {'https'} -> {'url', 'title', 'cite'}, confidence: 0.8818
Rule: {'url'} -> {'title', 'cite', 'https'}, confidence: 0.8622
Rule: {'title'} -> {'url', 'cite', 'https'}, confidence: 0.8151
Rule: {'cite', 'https'} -> {'url', 'title'}, confidence: 0.9949
Rule: {'url', 'cite'} -> {'title', 'https'}, confidence: 0.9372
Rule: {'title', 'cite'} -> {'url', 'https'}, confidence: 0.9194
Rule: {'url', 'https'} -> {'title', 'cite'}, confidence: 0.9372
Rule: {'title', 'https'} -> {'url', 'cite'}, confidence: 0.9798
Rule: {'url', 'title'} -> {'cite', 'https'}, confidence: 0.9282
Rule: {'url', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite', 'https'} -> {'url'}, confidence: 0.9949
Rule: {'url', 'title', 'cite'} -> {'https'}, confidence: 0.9372
Rule: {'url', 'title', 'https'} -> {'cite'}, confidence: 0.9898
Rule: {'references'} -> {'one', 'title', 'cite'}, confidence: 0.6080
Rule: {'cite'} -> {'references', 'title', 'one'}, confidence: 0.7204
Rule: {'title'} -> {'references', 'one', 'cite'}, confidence: 0.6387
Rule: {'one'} -> {'references', 'title', 'cite'}, confidence: 0.5135
Rule: {'references', 'cite'} -> {'title', 'one'}, confidence: 0.7677
Rule: {'references', 'title'} -> {'one', 'cite'}, confidence: 0.7415
Rule: {'references', 'one'} -> {'title', 'cite'}, confidence: 0.8261
Rule: {'title', 'cite'} -> {'references', 'one'}, confidence: 0.7204
Rule: {'one', 'cite'} -> {'references', 'title'}, confidence: 0.9744
Rule: {'title', 'one'} -> {'references', 'cite'}, confidence: 0.8941
Rule: {'references', 'title', 'cite'} -> {'one'}, confidence: 0.7677
Rule: {'references', 'one', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'references', 'title', 'one'} -> {'cite'}, confidence: 0.9682
Rule: {'one', 'title', 'cite'} -> {'references'}, confidence: 0.9744
Rule: {'date'} -> {'archive', 'web', 'https'}, confidence: 0.6197
Rule: {'https'} -> {'date', 'archive', 'web'}, confidence: 0.6591
Rule: {'archive'} -> {'date', 'web', 'https'}, confidence: 0.9295
Rule: {'web'} -> {'date', 'archive', 'https'}, confidence: 0.6532
Rule: {'date', 'https'} -> {'archive', 'web'}, confidence: 0.7360
Rule: {'date', 'archive'} -> {'web', 'https'}, confidence: 0.9797
Rule: {'date', 'web'} -> {'archive', 'https'}, confidence: 0.7632
Rule: {'archive', 'https'} -> {'date', 'web'}, confidence: 0.9477
Rule: {'web', 'https'} -> {'date', 'archive'}, confidence: 0.7436
Rule: {'archive', 'web'} -> {'date', 'https'}, confidence: 0.9864
Rule: {'date', 'archive', 'https'} -> {'web'}, confidence: 0.9864
Rule: {'date', 'web', 'https'} -> {'archive'}, confidence: 0.7838
Rule: {'date', 'archive', 'web'} -> {'https'}, confidence: 1.0000
Rule: {'archive', 'web', 'https'} -> {'date'}, confidence: 0.9864
Rule: {'https'} -> {'www', 'url', 'web'}, confidence: 0.8227
Rule: {'www'} -> {'url', 'web', 'https'}, confidence: 0.8265
Rule: {'url'} -> {'www', 'web', 'https'}, confidence: 0.8044
Rule: {'web'} -> {'www', 'url', 'https'}, confidence: 0.8153
Rule: {'www', 'https'} -> {'url', 'web'}, confidence: 0.9141
Rule: {'url', 'https'} -> {'www', 'web'}, confidence: 0.8744
Rule: {'web', 'https'} -> {'www', 'url'}, confidence: 0.9282
Rule: {'www', 'url'} -> {'web', 'https'}, confidence: 0.9095
Rule: {'www', 'web'} -> {'url', 'https'}, confidence: 0.9476
Rule: {'url', 'web'} -> {'www', 'https'}, confidence: 0.8786
Rule: {'www', 'url', 'https'} -> {'web'}, confidence: 0.9476
Rule: {'www', 'web', 'https'} -> {'url'}, confidence: 0.9945
Rule: {'url', 'web', 'https'} -> {'www'}, confidence: 0.9378
Rule: {'www', 'url', 'web'} -> {'https'}, confidence: 0.9577
Rule: {'https'} -> {'url', 'title', 'people'}, confidence: 0.6591
Rule: {'url'} -> {'people', 'title', 'https'}, confidence: 0.6444
Rule: {'title'} -> {'people', 'url', 'https'}, confidence: 0.6092
Rule: {'people'} -> {'url', 'title', 'https'}, confidence: 0.4462
Rule: {'url', 'https'} -> {'title', 'people'}, confidence: 0.7005
Rule: {'title', 'https'} -> {'url', 'people'}, confidence: 0.7323
Rule: {'people', 'https'} -> {'url', 'title'}, confidence: 0.9236
Rule: {'url', 'title'} -> {'people', 'https'}, confidence: 0.6938
Rule: {'url', 'people'} -> {'title', 'https'}, confidence: 0.8896
Rule: {'title', 'people'} -> {'url', 'https'}, confidence: 0.8683
Rule: {'url', 'title', 'https'} -> {'people'}, confidence: 0.7398
Rule: {'people', 'url', 'https'} -> {'title'}, confidence: 0.9539
Rule: {'people', 'title', 'https'} -> {'url'}, confidence: 0.9932
Rule: {'url', 'title', 'people'} -> {'https'}, confidence: 0.9416
Rule: {'references'} -> {'url', 'cite', 'people'}, confidence: 0.5840
Rule: {'cite'} -> {'references', 'url', 'people'}, confidence: 0.6919
Rule: {'url'} -> {'references', 'cite', 'people'}, confidence: 0.6489
Rule: {'people'} -> {'references', 'url', 'cite'}, confidence: 0.4492
Rule: {'references', 'cite'} -> {'url', 'people'}, confidence: 0.7374
Rule: {'references', 'url'} -> {'cite', 'people'}, confidence: 0.7192
Rule: {'references', 'people'} -> {'url', 'cite'}, confidence: 0.7935
Rule: {'url', 'cite'} -> {'references', 'people'}, confidence: 0.7053
Rule: {'cite', 'people'} -> {'references', 'url'}, confidence: 0.9419
Rule: {'url', 'people'} -> {'references', 'cite'}, confidence: 0.8957
Rule: {'references', 'url', 'cite'} -> {'people'}, confidence: 0.7487
Rule: {'references', 'cite', 'people'} -> {'url'}, confidence: 0.9865
Rule: {'references', 'url', 'people'} -> {'cite'}, confidence: 0.9605
Rule: {'url', 'cite', 'people'} -> {'references'}, confidence: 0.9542
